AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903044928|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.07 acessado o webservice https://wssatsp.fazenda.sp.gov.br/CfeStatus/CfeStatus.asmx
20200903044930|SEFAZ-SAT|info|nvl 2:(CFeStatus):0.07 resposta do webservice (109:Serviço em Operação)
20200903044930|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20200903044938|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20200903044938|SAT|erro|nvl 1:falha na sincronizacao do relogio
20200903061350|SAT|info|nvl 2:(dispatcher) nenhum CF-e-SAT para ser transmitido para a SEFAZ
20200903061350|SAT|info|nvl 2:(dispatcher) aguarda proxima transmissao (tempo:013700)
20200903062350|SAT|info|nvl 2:(CFeRetRecepcao) nenhum lote pendente de verificacao na SEFAZ
20200903064751|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903064752|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903064752|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903064752|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903064752|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903064752|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903071424|SAT-SEFAZ|info|nvl 2:(CFeComandos):0.07 acessado o webservice https://wssatsp.fazenda.sp.gov.br/CfeComandos/CfeComandos.asmx
20200903071426|SEFAZ-SAT|info|nvl 2:(CFeComandos):0.07 resposta do webservice (120:Não existem comandos da SEFAZ pendentes)
20200903071426|SAT|info|nvl 2:(CFeComandos) aguarda proxima verificacao (tempo:024900)
20200903074729|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903074729|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903074729|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903074729|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903074729|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903074729|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903074729|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903074730|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903074730|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903074730|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903074730|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903074730|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903075050|SAT|info|nvl 2:(dispatcher) nenhum CF-e-SAT para ser transmitido para a SEFAZ
20200903075050|SAT|info|nvl 2:(dispatcher) aguarda proxima transmissao (tempo:013700)
20200903080050|SAT|info|nvl 2:(CFeRetRecepcao) nenhum lote pendente de verificacao na SEFAZ
20200903084741|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903084741|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903084741|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903084741|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903084742|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903084742|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903084742|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903084742|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903084742|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903084742|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903084743|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903084743|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903092750|SAT|info|nvl 2:(dispatcher) nenhum CF-e-SAT para ser transmitido para a SEFAZ
20200903092750|SAT|info|nvl 2:(dispatcher) aguarda proxima transmissao (tempo:013700)
20200903093750|SAT|info|nvl 2:(CFeRetRecepcao) nenhum lote pendente de verificacao na SEFAZ
20200903094754|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903094754|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903094754|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903094754|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903094754|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903094754|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903094754|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903094755|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903094755|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903094755|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903094755|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903094755|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903095239|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.07 acessado o webservice https://wssatsp.fazenda.sp.gov.br/CfeStatus/CfeStatus.asmx
20200903095241|SEFAZ-SAT|info|nvl 2:(CFeStatus):0.07 resposta do webservice (109:Serviço em Operação)
20200903095241|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20200903095249|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20200903095249|SAT|erro|nvl 1:falha na sincronizacao do relogio
20200903100326|SAT-SEFAZ|info|nvl 2:(CFeComandos):0.07 acessado o webservice https://wssatsp.fazenda.sp.gov.br/CfeComandos/CfeComandos.asmx
20200903100328|SEFAZ-SAT|info|nvl 2:(CFeComandos):0.07 resposta do webservice (120:Não existem comandos da SEFAZ pendentes)
20200903100328|SAT|info|nvl 2:(CFeComandos) aguarda proxima verificacao (tempo:024900)
20200903104806|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903104806|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903104806|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903104807|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903104807|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903104807|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903104807|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903104807|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903104807|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903104807|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903104808|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903104808|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903110450|SAT|info|nvl 2:(dispatcher) nenhum CF-e-SAT para ser transmitido para a SEFAZ
20200903110450|SAT|info|nvl 2:(dispatcher) aguarda proxima transmissao (tempo:013700)
20200903111450|SAT|info|nvl 2:(CFeRetRecepcao) nenhum lote pendente de verificacao na SEFAZ
20200903114819|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903114819|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903114819|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903114819|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903114819|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903114819|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903114820|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903114820|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903114820|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903114820|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903114820|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903114820|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903124150|SAT|info|nvl 2:(dispatcher) nenhum CF-e-SAT para ser transmitido para a SEFAZ
20200903124150|SAT|info|nvl 2:(dispatcher) aguarda proxima transmissao (tempo:013700)
20200903124831|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903124831|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903124831|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903124832|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903124832|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903124832|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903124832|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903124832|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903124832|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903124832|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903124833|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903124833|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903125150|SAT|info|nvl 2:(CFeRetRecepcao) nenhum lote pendente de verificacao na SEFAZ
20200903125229|SAT-SEFAZ|info|nvl 2:(CFeComandos):0.07 acessado o webservice https://wssatsp.fazenda.sp.gov.br/CfeComandos/CfeComandos.asmx
20200903125231|SEFAZ-SAT|info|nvl 2:(CFeComandos):0.07 resposta do webservice (120:Não existem comandos da SEFAZ pendentes)
20200903125231|SAT|info|nvl 2:(CFeComandos) aguarda proxima verificacao (tempo:024900)
20200903132258|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903132258|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903132258|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903134521|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903134522|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903134522|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903134844|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903134844|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903134844|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903134844|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903134845|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903134845|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903134845|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903134845|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903134845|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903134845|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903134845|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903134845|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903141850|SAT|info|nvl 2:(dispatcher) nenhum CF-e-SAT para ser transmitido para a SEFAZ
20200903141850|SAT|info|nvl 2:(dispatcher) aguarda proxima transmissao (tempo:013700)
20200903142851|SAT|info|nvl 2:(CFeRetRecepcao) nenhum lote pendente de verificacao na SEFAZ
20200903144856|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903144856|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903144857|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903144857|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903144857|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903144857|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903144857|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903144857|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903144857|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903144857|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903144858|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903144858|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903145550|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.07 acessado o webservice https://wssatsp.fazenda.sp.gov.br/CfeStatus/CfeStatus.asmx
20200903145552|SEFAZ-SAT|info|nvl 2:(CFeStatus):0.07 resposta do webservice (109:Serviço em Operação)
20200903145552|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20200903145601|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20200903145601|SAT|erro|nvl 1:falha na sincronizacao do relogio
20200903154131|SAT-SEFAZ|info|nvl 2:(CFeComandos):0.07 acessado o webservice https://wssatsp.fazenda.sp.gov.br/CfeComandos/CfeComandos.asmx
20200903154137|SEFAZ-SAT|info|nvl 2:(CFeComandos):0.07 resposta do webservice (120:Não existem comandos da SEFAZ pendentes)
20200903154137|SAT|info|nvl 2:(CFeComandos) aguarda proxima verificacao (tempo:024900)
20200903154909|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903154909|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903154909|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903154909|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903154909|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903154909|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903154910|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903154910|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903154910|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903154910|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903154910|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903154910|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903155551|SAT|info|nvl 2:(dispatcher) nenhum CF-e-SAT para ser transmitido para a SEFAZ
20200903155551|SAT|info|nvl 2:(dispatcher) aguarda proxima transmissao (tempo:013700)
20200903160551|SAT|info|nvl 2:(CFeRetRecepcao) nenhum lote pendente de verificacao na SEFAZ
20200903164921|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903164921|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903164921|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903164922|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903164922|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903164922|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903164922|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903164922|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903164922|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903164922|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903164923|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903164923|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903173251|SAT|info|nvl 2:(dispatcher) nenhum CF-e-SAT para ser transmitido para a SEFAZ
20200903173251|SAT|info|nvl 2:(dispatcher) aguarda proxima transmissao (tempo:013700)
20200903174251|SAT|info|nvl 2:(CFeRetRecepcao) nenhum lote pendente de verificacao na SEFAZ
20200903174934|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903174934|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903174934|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903174934|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903174934|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903174934|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903174935|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903174935|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903174935|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903174935|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903174935|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903174935|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903183037|SAT-SEFAZ|info|nvl 2:(CFeComandos):0.07 acessado o webservice https://wssatsp.fazenda.sp.gov.br/CfeComandos/CfeComandos.asmx
20200903183039|SEFAZ-SAT|info|nvl 2:(CFeComandos):0.07 resposta do webservice (120:Não existem comandos da SEFAZ pendentes)
20200903183039|SAT|info|nvl 2:(CFeComandos) aguarda proxima verificacao (tempo:024900)
20200903184946|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903184946|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903184946|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903184946|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903184947|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903184947|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903184947|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903184947|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903184947|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903184947|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903184948|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903184948|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903190951|SAT|info|nvl 2:(dispatcher) nenhum CF-e-SAT para ser transmitido para a SEFAZ
20200903190951|SAT|info|nvl 2:(dispatcher) aguarda proxima transmissao (tempo:013700)
20200903191951|SAT|info|nvl 2:(CFeRetRecepcao) nenhum lote pendente de verificacao na SEFAZ
20200903194958|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903194959|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903194959|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903194959|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903194959|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903194959|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903194959|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903195000|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903195000|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903195000|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903195000|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903195000|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903195901|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.07 acessado o webservice https://wssatsp.fazenda.sp.gov.br/CfeStatus/CfeStatus.asmx
20200903195903|SEFAZ-SAT|info|nvl 2:(CFeStatus):0.07 resposta do webservice (109:Serviço em Operação)
20200903195903|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20200903195911|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20200903195911|SAT|erro|nvl 1:falha na sincronizacao do relogio
20200903204651|SAT|info|nvl 2:(dispatcher) nenhum CF-e-SAT para ser transmitido para a SEFAZ
20200903204651|SAT|info|nvl 2:(dispatcher) aguarda proxima transmissao (tempo:013700)
20200903205011|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903205011|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903205011|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903205011|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903205012|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903205012|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903205012|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903205012|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903205012|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903205012|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903205013|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903205013|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903205651|SAT|info|nvl 2:(CFeRetRecepcao) nenhum lote pendente de verificacao na SEFAZ
20200903211939|SAT-SEFAZ|info|nvl 2:(CFeComandos):0.07 acessado o webservice https://wssatsp.fazenda.sp.gov.br/CfeComandos/CfeComandos.asmx
20200903211941|SEFAZ-SAT|info|nvl 2:(CFeComandos):0.07 resposta do webservice (120:Não existem comandos da SEFAZ pendentes)
20200903211941|SAT|info|nvl 2:(CFeComandos) aguarda proxima verificacao (tempo:024900)
20200903212030|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903212030|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903212030|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903212510|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903212510|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903212510|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903215024|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903215024|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903215024|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903215025|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903215025|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903215025|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903215025|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903215025|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903215025|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903215026|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200903215026|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200903215026|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200903222351|SAT|info|nvl 2:(dispatcher) nenhum CF-e-SAT para ser transmitido para a SEFAZ
20200903222351|SAT|info|nvl 2:(dispatcher) aguarda proxima transmissao (tempo:013700)
20200903223351|SAT|info|nvl 2:(CFeRetRecepcao) nenhum lote pendente de verificacao na SEFAZ
20200903225037|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
